CompanyName,Address,Phone,Email,link
Kumari saving & Credit Cooperative Ltd.,"Kumari Co-Operative Building, Kumari Chowk, Chabahil, Mitrapark KTM",014478006,kumarisaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/kumari-saving-&-credit-cooperative-ltd.
Sana Bitta Bikas Multipurpose Co-operative Ltd.,"Kathmandu, Nepal",014480317,info@sanabitta.com.np,https://www.sahakariakhabar.com/cooperative-directory/sana-bitta-bikas-multipurpose-co-operative-ltd.
Shree Jana Shakti Saving & Credit Cooperative Ltd,"सल्लाघारी, भक्तपुर",016610743,janashaktisaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shree-jana-shakti-saving-&-credit-cooperative-ltd
Subhakamana Saving & Credit Cooperative Ltd,"सूर्यविनायक, भक्तपुर",016613961,subhakamanasaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/subhakamana-saving-&-credit-cooperative-ltd
Samuhik Saving & Credit cooperative Ltd.,"राममन्दिर ४, भक्तपुर",016613512,info@samuhik.coop.np,https://www.sahakariakhabar.com/cooperative-directory/samuhik-saving-&-credit-cooperative-ltd.
Siddhartha Saving & Credit cooperative Ltd.,"मध्यपुर ठिमी, भक्तपुर",015093426,siddharthasaccos1st@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/siddhartha-saving-&-credit-cooperative-ltd.
Banglamukhi Saving & Credit cooperative Ltd.,"सेवाकेनद्र, ठिमी, भक्तपुर",015093244,banglamukhisaving@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/banglamukhi-saving-&-credit-cooperative-ltd.
Annapurna Multipale cooperative Ltd.,"मध्यपुर ठिमी  ३ गठ्ठाघर, भक्तपुर",016634386,ampcl054@gmil.com,https://www.sahakariakhabar.com/cooperative-directory/annapurna-multipale-cooperative-ltd.
Shipshil Multipale Cooperative Ltd.,"Gokarneshwor-5, Sugamnagar, (Jammu Dada) Jorpati, Kathmandu",014915017,shipsilsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shipshil-multipale-cooperative-ltd.
NawaKantipur Saving & Credit Cooperative,"Battisputali, Kathmandu",014248906,info@nawakantipur.com.np,https://www.sahakariakhabar.com/cooperative-directory/nawakantipur-saving-&-credit-cooperative
Budol Samudaik Saving & Credit Cooperative,"Budol, banepa Kavre",011411192,tukuchasc@busa.org.np,https://www.sahakariakhabar.com/cooperative-directory/budol-samudaik-saving-&-credit-cooperative
Bindhavasini Saving & Credit Cooperative,पनौती १० खोपासी काभ्रेपलाञ्चोक,011660965,info@biscol.org.np,https://www.sahakariakhabar.com/cooperative-directory/bindhavasini-saving-&-credit-cooperative
Nagarik Bikash Saving & Credit Cooperative,"बनेपा, ७ काभ्रेपलाञ्चोक",011660997,nagarikco@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/nagarik-bikash-saving-&-credit-cooperative
Chandragiri Saving & Credit Cooperative,"चन्द्रागिरी नगरपालिका, थानकोट, महादेवस्थान, काठमाडौं",014312109,info@chandragiri.coop.np,https://www.sahakariakhabar.com/cooperative-directory/chandragiri-saving-&-credit-cooperative
National Cooperative Bank,"कानदेवतास्थान,कुपण्डोल, ललितपुर",015555687,corporate@ncbl.coop,https://www.sahakariakhabar.com/cooperative-directory/national-cooperative-bank
Avudaya Saving & Credit Cooperative,"बालकोट भक्तपुर, नेपाल",015639516,avyudayans510@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/avudaya-saving-&-credit-cooperative
MegaDream Multipurpose Cooperative,"बालाजु, माछा पोखरी, बाठमाडौं",014387615,megadream.saccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/megadream-multipurpose-cooperative
Nepal Federation Of Saving & Credit Cooperative Unions Ltd,"नयाँ बानेश्वर, काठमाडौं",014781963,nefscun@nefscun.org.np,https://www.sahakariakhabar.com/cooperative-directory/nepal-federation-of-saving-&-credit-cooperative-unions-ltd
National Cooperative Federation of Nepal,"पुल्चोक, ललितपुर, नेपाल",015010075,ncf@wlink.com.np,https://www.sahakariakhabar.com/cooperative-directory/national-cooperative-federation-of-nepal
National Cooperative Development Board,"पुल्चोक, ललितपुर, नेपाल",015010131,coopdesk@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/national-cooperative-development-board
"Ministry of Land Management,Cooperatives and Poverty Alleviation","सिंहदरवार, काठमाडौं",014211526,info@molcpa.gov.np,"https://www.sahakariakhabar.com/cooperative-directory/ministry-of-land-management,cooperatives-and-poverty-alleviation"
Department Of Cooperative,"नयाँ बानेश्वर, काठमाडौं",014465362,sahakaribivag@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/department-of-cooperative
Hamro Sagarmatha Multipurpose Cooperative,"केन्द्रीय कार्यालय:  कुपण्डोल, ललितपुर नेपाल",015180207,info@hamrosagarmatha.coop.np,https://www.sahakariakhabar.com/cooperative-directory/hamro-sagarmatha-multipurpose-cooperative
Kohinoor Saving and Credit Cooperative Pvt. Ltd.,"Hyatt Gate, Kathmandu, , Nepal",9841816541,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kohinoor-saving-and-credit-cooperative-pvt.-ltd.
Khushi Saving & Credit Co-Operative Limited,"Newroad, Kathmandu, Nepal",014212226,khushisavingcredit@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/khushi-saving-&-credit-co-operative-limited
Growmax Saving & Credit Cooperative Limited,"Newroad-24, Kathmandu, Nepal",015713055,growmaxsaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/growmax-saving-&-credit-cooperative-limited
Shuva Ganapati Saving and Credit Cooperative Ltd.,"Bangemuda, Kathmandu, Nepal",014232102,shuvaganapati@live.com,https://www.sahakariakhabar.com/cooperative-directory/shuva-ganapati-saving-and-credit-cooperative-ltd.
Moneyplant Cooperative,"Kathmandu-31, Min Bhawan, Kathmandu, Nepal",014620265,moneyplantsaccos@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/moneyplant-cooperative
Sanskar Saving And Credit Cooperative Ltd.,"Kathmandu, Nepal",014387040,sanskarcooperativenepal@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sanskar-saving-and-credit-cooperative-ltd
